Tiempo (ms),IR,AMB_IR,RED,AMB_RED,IR_net,RED_net
2000,58577,900,61249,857,57677,60392
2015,58592,881,61261,845,57711,60416
2032,58636,886,61342,848,57750,60494
2049,58697,905,61389,854,57792,60535
2065,58736,908,61439,872,57828,60567
2082,58760,904,61478,861,57856,60617
2099,58770,885,61508,856,57885,60652
2115,58788,880,61520,842,57908,60678
2132,58814,885,61544,839,57929,60705
2149,58837,898,61581,855,57939,60726
2165,58856,902,61570,864,57954,60706
2182,58846,902,61598,864,57944,60734
2199,58841,887,61563,850,57954,60713
2215,58823,875,61545,834,57948,60711
2232,58832,881,61549,840,57951,60709
2249,58860,895,61584,852,57965,60732
2265,58879,898,61613,860,57981,60753
2282,58889,900,61625,868,57989,60757
2299,58907,886,61617,852,58021,60765
2315,58892,879,61635,842,58013,60793
2332,58918,881,61630,843,58037,60787
2349,58941,900,61682,853,58041,60829
2365,58970,909,61713,864,58061,60849
2382,58980,905,61712,865,58075,60847
2399,58989,891,61720,851,58098,60869
2415,58979,878,61697,842,58101,60855
2432,58997,879,61728,843,58118,60885
2449,59018,900,61748,855,58118,60893
2465,59034,904,61792,867,58130,60925
2482,59040,899,61790,865,58141,60925
2499,59034,885,61782,850,58149,60932
2515,59035,886,61780,837,58149,60943
2532,59050,881,61785,836,58169,60949
2549,59070,903,61816,854,58167,60962
2565,59091,901,61828,859,58190,60969
2582,59086,901,61838,864,58185,60974
2599,59103,883,61826,846,58220,60980
2615,59094,876,61814,834,58218,60980
2632,59106,880,61843,832,58226,61011
2649,59112,899,61847,843,58213,61004
2665,59104,906,61818,864,58198,60954
2682,59063,901,61750,865,58162,60885
2699,58968,880,61626,846,58088,60780
2715,58839,871,61470,835,57968,60635
2732,58762,881,61334,837,57881,60497
2749,58726,894,61299,850,57832,60449
2765,58745,899,61307,862,57846,60445
2782,58773,896,61359,856,57877,60503
2799,58807,877,61389,847,57930,60542
2815,58823,868,61420,828,57955,60592
2832,58865,874,61460,831,57991,60629
2849,58893,895,61515,844,57998,60671
2865,58936,893,61549,859,58043,60690
2882,58950,898,61581,859,58052,60722
2899,58970,880,61577,846,58090,60731
2915,58964,872,61593,835,58092,60758
2932,58985,875,61595,828,58110,60767
2949,58991,897,61621,845,58094,60776
2966,59015,898,61639,859,58117,60780
2982,59004,892,61632,854,58112,60778
2999,58997,886,61613,838,58111,60775
3016,58991,869,61603,828,58122,60775
3031,59007,871,61615,837,58136,60778
3048,59034,893,61664,850,58141,60814
3065,59065,897,61687,855,58168,60832
3081,59073,894,61709,853,58179,60856
3098,59072,875,61702,842,58197,60860
3115,59084,869,61716,827,58215,60889
3131,59110,871,61732,838,58239,60894
3148,59132,895,61759,845,58237,60914
3165,59151,894,61783,857,58257,60926
3181,59157,886,61782,849,58271,60933
3198,59151,876,61795,841,58275,60954
3215,59152,869,61794,823,58283,60971
3231,59170,873,61808,838,58297,60970
3248,59202,891,61838,847,58311,60991
3265,59215,895,61841,863,58320,60978
3281,59214,890,61843,850,58324,60993
3298,59206,878,61831,839,58328,60992
3315,59212,870,61839,828,58342,61011
3331,59230,875,61869,836,58355,61033
3348,59252,887,61882,849,58365,61033
3365,59271,899,61915,855,58372,61060
3381,59276,897,61910,851,58379,61059
3398,59266,881,61895,837,58385,61058
3415,59263,870,61891,831,58393,61060
3431,59278,876,61905,838,58402,61067
3448,59271,893,61883,849,58378,61034
3465,59235,895,61816,857,58340,60959
3481,59158,890,61717,849,58268,60868
3498,59028,877,61519,841,58151,60678
3515,58915,870,61385,826,58045,60559
3531,58873,877,61329,834,57996,60495
3548,58883,888,61336,843,57995,60493
3565,58916,892,61378,854,58024,60524
3581,58953,887,61419,846,58066,60573
3598,58967,872,61459,839,58095,60620
3615,58999,865,61489,827,58134,60662
3631,59032,875,61542,835,58157,60707
3648,59076,893,61569,843,58183,60726
3665,59106,894,61618,856,58212,60762
3681,59124,886,61622,842,58238,60780
3698,59121,872,61645,832,58249,60813
3715,59134,864,61648,824,58270,60824
3731,59154,871,61650,834,58283,60816
3748,59168,890,61693,844,58278,60849
3765,59182,891,61693,854,58291,60839
3781,59174,891,61687,843,58283,60844
3798,59161,867,61667,831,58294,60836
3815,59165,860,61666,825,58305,60841
3831,59190,875,61696,835,58315,60861
3848,59220,890,61725,848,58330,60877
3865,59252,898,61759,854,58354,60905
3881,59255,890,61769,848,58365,60921
3898,59254,874,61783,842,58380,60941
3915,59264,872,61779,830,58392,60949
3931,59291,878,61818,841,58413,60977
3948,59322,893,61832,848,58429,60984
3965,59341,891,61873,859,58450,61014
3981,59336,891,61863,845,58445,61018
3998,59330,873,61853,838,58457,61015
4015,59336,866,61876,825,58470,61051
4032,59353,880,61874,834,58473,61040
4047,59378,892,61920,854,58486,61066
4064,59392,895,61880,857,58497,61023
4081,59397,884,61891,848,58513,61043
4097,59380,873,61893,829,58507,61064
4114,59391,867,61910,828,58524,61082
4131,59413,882,61919,837,58531,61082
4147,59436,894,61978,852,58542,61126
4164,59452,896,61974,857,58556,61117
4181,59447,880,61957,848,58567,61109
4197,59442,869,61966,833,58573,61133
4214,59445,866,61979,829,58579,61150
4231,59463,881,61960,834,58582,61126
4247,59489,888,62010,851,58601,61159
4264,59492,893,62017,852,58599,61165
4281,59485,878,61978,837,58607,61141
4297,59444,867,61939,824,58577,61115
4314,59398,867,61847,827,58531,61020
4331,59308,880,61756,835,58428,60921
4347,59209,884,61611,852,58325,60759
4364,59127,890,61480,851,58237,60629
4381,59090,875,61421,842,58215,60579
4397,59079,871,61432,830,58208,60602
4414,59110,866,61470,826,58244,60644
4431,59167,879,61538,833,58288,60705
4447,59216,886,61598,852,58330,60746
4464,59258,890,61647,851,58368,60796
4481,59280,882,61647,845,58398,60802
4497,59289,868,61682,835,58421,60847
4514,59307,863,61722,821,58444,60901
4531,59334,878,61744,837,58456,60907
4547,59366,883,61751,854,58483,60897
4564,59380,891,61805,850,58489,60955
4581,59378,876,61780,840,58502,60940
4597,59369,868,61750,833,58501,60917
4614,59359,862,61752,825,58497,60927
4631,59366,876,61775,830,58490,60945
4647,59393,887,61768,856,58506,60912
4664,59403,894,61804,855,58509,60949
4681,59417,879,61808,835,58538,60973
4697,59410,868,61809,826,58542,60983
4714,59421,865,61833,824,58556,61009
4731,59450,880,61846,839,58570,61007
4747,59476,886,61887,854,58590,61033
4764,59493,890,61899,850,58603,61049
4781,59496,874,61892,837,58622,61055
4797,59494,863,61896,827,58631,61069
4814,59510,859,61918,817,58651,61101
4831,59519,877,61890,834,58642,61056
4847,59546,883,61958,856,58663,61102
4864,59558,886,61984,850,58672,61134
4881,59554,879,61962,837,58675,61125
4897,59546,862,61974,834,58684,61140
4914,59555,863,61965,820,58692,61145
4931,59576,866,62005,832,58710,61173
4947,59599,886,62008,852,58713,61156
4964,59614,890,62022,848,58724,61174
4981,59614,883,62013,839,58731,61174
4997,59602,860,62019,832,58742,61187
5014,59612,862,61981,820,58750,61161
5031,59626,864,62008,835,58762,61173
5048,59648,890,62047,858,58758,61189
5063,59663,887,62070,849,58776,61221
5080,59652,873,62055,834,58779,61221
5097,59659,862,62038,831,58797,61207
5113,59663,858,62054,826,58805,61228
5130,59686,875,62053,833,58811,61220
5147,59696,888,62075,857,58808,61218
5163,59669,887,62028,841,58782,61187
5180,59606,874,61957,838,58732,61119
5197,59535,859,61860,828,58676,61032
5213,59429,858,61712,824,58571,60888
5230,59372,870,61610,829,58502,60781
5247,59344,887,61585,854,58457,60731
5263,59353,887,61592,847,58466,60745
5280,59370,871,61601,830,58499,60771
5297,59414,861,61664,824,58553,60840
5313,59457,857,61716,824,58600,60892
5330,59504,879,61779,832,58625,60947
5347,59544,889,61840,853,58655,60987
5363,59558,880,61843,833,58678,61010
5380,59565,872,61840,836,58693,61004
5397,59586,857,61886,833,58729,61053
5413,59585,861,61885,826,58724,61059
5430,59613,873,61914,835,58740,61079
5447,59623,887,61917,852,58736,61065
5463,59613,885,61904,840,58728,61064
5480,59599,870,61895,832,58729,61063
5497,59599,859,61857,826,58740,61031
5513,59601,864,61867,825,58737,61042
5530,59629,878,61897,832,58751,61065
5547,59646,888,61943,853,58758,61090
5563,59656,883,61941,839,58773,61102
5580,59650,867,61921,831,58783,61090
5597,59659,855,61916,820,58804,61096
5613,59675,855,61944,821,58820,61123
5630,59698,877,61997,828,58821,61169
5647,59737,884,61985,851,58853,61134
5663,59731,884,62015,841,58847,61174
5680,59721,870,62030,837,58851,61193
5697,59731,857,61984,827,58874,61157
5713,59742,861,62014,827,58881,61187
5730,59757,877,62023,829,58880,61194
5747,59788,883,62052,851,58905,61201
5763,59778,885,62067,843,58893,61224
5780,59772,869,62063,835,58903,61228
5797,59779,866,62047,826,58913,61221
5813,59774,859,62042,826,58915,61216
5830,59802,875,62046,829,58927,61217
5847,59823,879,62078,845,58944,61233
5863,59828,883,62094,840,58945,61254
5880,59808,866,62114,830,58942,61284
5897,59820,859,62112,820,58961,61292
5913,59826,858,62134,825,58968,61309
5930,59851,878,62127,834,58973,61293
5947,59867,882,62135,848,58985,61287
5963,59865,880,62149,836,58985,61313
5980,59859,861,62100,832,58998,61268
5997,59846,861,62079,822,58985,61257
6013,59835,856,62070,824,58979,61246
6030,59813,879,62019,827,58934,61192
6047,59765,878,61953,844,58887,61109
6064,59666,879,61828,837,58787,60991
6079,59583,864,61704,819,58719,60885
6096,59550,856,61679,821,58694,60858
6113,59567,865,61682,823,58702,60859
6129,59611,871,61741,834,58740,60907
6146,59656,883,61806,845,58773,60961
6163,59687,872,61842,833,58815,61009
6179,59704,859,61855,817,58845,61038
6196,59719,851,61887,818,58868,61069
6213,59751,865,61916,822,58886,61094
6229,59780,870,61961,836,58910,61125
6246,59798,877,61977,844,58921,61133
6263,59808,874,61972,832,58934,61140
6279,59795,864,61966,817,58931,61149
6296,59787,848,61935,813,58939,61122
6313,59788,863,61971,822,58925,61149
6329,59809,874,61977,833,58935,61144
6346,59814,881,61930,839,58933,61091
6363,59822,872,61970,839,58950,61131
6379,59811,862,61966,813,58949,61153
6396,59816,854,61973,816,58962,61157
6413,59831,866,61991,819,58965,61172
6429,59864,873,62013,837,58991,61176
6446,59875,885,62035,841,58990,61194
6463,59888,874,62020,841,59014,61179
6479,59875,858,62020,818,59017,61202
6496,59882,853,62029,813,59029,61216
6513,59901,863,62061,820,59038,61241
6529,59928,879,62080,835,59049,61245
6546,59938,887,62052,843,59051,61209
6563,59942,873,62058,837,59069,61221
6579,59926,862,62057,817,59064,61240
6596,59930,858,62096,812,59072,61284
6613,59944,861,62095,818,59083,61277
6629,59964,869,62119,834,59095,61285
6646,59977,876,62126,836,59101,61290
6663,59983,874,62128,834,59109,61294
6679,59969,856,62090,812,59113,61278
6696,59969,853,62117,806,59116,61311
6713,59987,855,62088,816,59132,61272
6729,60003,874,62149,834,59129,61315
6746,60016,882,62157,838,59134,61319
6763,60025,874,62132,834,59151,61298
6779,60012,861,62147,820,59151,61327
6796,60012,854,62152,814,59158,61338
6813,60022,858,62163,818,59164,61345
6829,60027,870,62137,834,59157,61303
6846,59992,883,62093,841,59109,61252
6863,59931,872,61985,829,59059,61156
6879,59828,862,61849,814,58966,61035
6896,59726,847,61718,808,58879,60910
6913,59673,855,61652,818,58818,60834
6929,59678,870,61665,830,58808,60835
6946,59705,878,61685,833,58827,60852
6963,59737,875,61695,833,58862,60862
6979,59746,856,61750,814,58890,60936
6996,59772,844,61777,807,58928,60970
7013,59807,850,61823,818,58957,61005
7029,59850,872,61866,830,58978,61036
7046,59875,877,61893,837,58998,61056
7063,59885,869,61898,832,59016,61066
7080,59885,852,61898,816,59033,61082
7095,59888,850,61914,810,59038,61104
7112,59904,860,61932,819,59044,61113
7129,59921,878,61929,827,59043,61102
7145,59925,878,61944,836,59047,61108
7162,59912,862,61910,832,59050,61078
7179,59905,850,61907,810,59055,61097
7195,59906,846,61907,809,59060,61098
7212,59926,863,61906,818,59063,61088
7229,59945,872,61936,834,59073,61102
7245,59967,879,61970,837,59088,61133
7262,59965,862,61969,828,59103,61141
7279,59963,847,61980,809,59116,61171
7295,59969,850,61975,809,59119,61166
7312,59988,861,61988,818,59127,61170
7329,60017,876,62020,832,59141,61188
7345,60035,881,62035,831,59154,61204
7362,60019,863,62030,826,59156,61204
7379,60026,850,62028,810,59176,61218
7395,60025,851,62042,812,59174,61230
7412,60051,860,62057,814,59191,61243
7429,60069,873,62058,830,59196,61228
7445,60086,876,62076,834,59210,61242
7462,60076,860,62072,828,59216,61244
7479,60074,845,62062,813,59229,61249
7495,60074,848,62051,811,59226,61240
7512,60096,862,62074,816,59234,61258
7529,60110,867,62130,828,59243,61302
7545,60123,874,62110,831,59249,61279
7562,60115,862,62106,828,59253,61278
7579,60118,856,62092,809,59262,61283
7595,60117,850,62090,809,59267,61281
7612,60136,858,62105,816,59278,61289
7629,60153,868,62143,831,59285,61312
7645,60163,879,62174,832,59284,61342
7662,60133,864,62094,828,59269,61266
7679,60089,858,62047,811,59231,61236
7695,60040,846,61941,808,59194,61133
7712,59964,859,61848,817,59105,61031
7729,59871,870,61712,828,59001,60884
7745,59817,872,61675,831,58945,60844
7762,59789,862,61632,822,58927,60810
7779,59804,850,61631,810,58954,60821
7795,59828,844,61694,808,58984,60886
7812,59882,863,61710,811,59019,60899
7829,59924,874,61801,832,59050,60969
7845,59959,877,61828,831,59082,60997
7862,59967,861,61845,825,59106,61020
7879,59978,852,61854,809,59126,61045
7895,59996,852,61876,811,59144,61065
7912,60028,857,61906,814,59171,61092
7929,60047,869,61931,830,59178,61101
7945,60049,869,61910,833,59180,61077
7962,60039,858,61916,824,59181,61092
7979,60029,851,61889,809,59178,61080
7995,60025,850,61878,808,59175,61070
8012,60045,865,61902,822,59180,61080
8029,60059,874,61953,837,59185,61116
8045,60073,877,61914,836,59196,61078
8062,60067,863,61927,828,59204,61099
8079,60073,856,61924,813,59217,61111
8096,60085,853,61956,810,59232,61146
8111,60113,864,61977,831,59249,61146
8128,60144,875,61999,830,59269,61169
8145,60151,874,62001,832,59277,61169
8161,60139,861,61997,815,59278,61182
8178,60139,846,62006,809,59293,61197
8195,60150,854,62015,810,59296,61205
8211,60181,862,62049,829,59319,61220
8228,60196,871,62079,833,59325,61246
8245,60204,866,62038,829,59338,61209
8261,60198,857,62085,813,59341,61272
8278,60196,853,62072,812,59343,61260
8295,60204,859,62055,818,59345,61237
8311,60223,863,62096,826,59360,61270
8328,60247,874,62091,836,59373,61255
8345,60251,871,62117,830,59380,61287
8361,60244,865,62116,814,59379,61302
8378,60240,853,62119,814,59387,61305
8395,60250,853,62080,812,59397,61268
8411,60278,867,62114,835,59411,61279
8428,60295,875,62130,839,59420,61291
8445,60299,876,62126,835,59423,61291
8461,60286,862,62149,814,59424,61335
8478,60275,849,62130,807,59426,61323
8495,60269,848,62113,810,59421,61303
8511,60253,862,62075,830,59391,61245
8528,60221,878,62022,833,59343,61189
8545,60123,873,61866,831,59250,61035
8561,60029,866,61739,816,59163,60923
8578,59964,850,61673,809,59114,60864
8595,59952,851,61667,809,59101,60858
8611,59994,859,61698,828,59135,60870
8628,60039,872,61762,838,59167,60924
8645,60074,873,61794,833,59201,60961
8661,60093,863,61831,813,59230,61018
8678,60100,848,61840,806,59252,61034
8695,60127,852,61877,814,59275,61063
8711,60168,862,61914,831,59306,61083
8728,60195,879,61922,832,59316,61090
8745,60205,879,61964,833,59326,61131
8761,60193,860,61959,814,59333,61145
8778,60184,845,61919,808,59339,61111
8795,60187,852,61929,813,59335,61116
8811,60189,860,61915,825,59329,61090
8828,60201,880,61914,831,59321,61083
8845,60192,875,61904,830,59317,61074
8861,60180,856,61909,810,59324,61099
8878,60184,844,61913,805,59340,61108
8895,60193,850,61926,812,59343,61114
8911,60227,859,61980,828,59368,61152
8928,60250,874,61971,829,59376,61142
8945,60255,872,61977,829,59383,61148
8961,60251,859,61991,815,59392,61176
8978,60254,846,61969,803,59408,61166
8995,60273,844,62014,810,59429,61204
9011,60289,857,62012,823,59432,61189
9028,60304,874,62021,831,59430,61190
9045,60312,869,62020,827,59443,61193
9061,60312,856,62034,815,59456,61219
9078,60305,848,62051,809,59457,61242
9095,60315,848,62025,811,59467,61214
9112,60340,864,62056,816,59476,61240
9127,60357,876,62049,830,59481,61219
9144,60358,868,62091,829,59490,61262
9161,60355,857,62054,813,59498,61241
9177,60357,850,62053,811,59507,61242
9194,60365,852,62076,811,59513,61265
9211,60385,875,62126,829,59510,61297
9227,60396,875,62095,832,59521,61263
9244,60397,865,62130,826,59532,61304
9261,60395,855,62089,811,59540,61278
9277,60393,848,62109,805,59545,61304
9294,60406,854,62093,809,59552,61284
9311,60420,867,62130,830,59553,61300
9327,60424,874,62109,833,59550,61276
9344,60378,868,62050,829,59510,61221
9361,60330,858,61974,813,59472,61161
9377,60244,843,61878,805,59401,61073
9394,60185,851,61748,811,59334,60937
9411,60144,861,61726,824,59283,60902
9427,60146,875,61732,834,59271,60898
9444,60149,866,61762,828,59283,60934
9461,60169,856,61761,809,59313,60952
9477,60198,844,61801,801,59354,61000
9494,60240,855,61839,811,59385,61028
9511,60272,858,61883,826,59414,61057
9527,60305,877,61918,830,59428,61088
9544,60307,866,61938,826,59441,61112
9561,60306,857,61927,806,59449,61121
9577,60315,842,61945,800,59473,61145
9594,60322,849,61936,807,59473,61129
9611,60335,862,61944,827,59473,61117
9627,60334,870,61950,832,59464,61118
9644,60320,861,61933,827,59459,61106
9661,60314,858,61915,812,59456,61103
9677,60311,851,61889,803,59460,61086
9694,60326,853,61901,810,59473,61091
9711,60344,864,61956,827,59480,61129
9727,60363,871,61967,829,59492,61138
9744,60362,861,61974,823,59501,61151
9761,60370,857,61964,808,59513,61156
9777,60370,841,61941,803,59529,61138
9794,60389,854,61965,809,59535,61156
9811,60409,858,62028,828,59551,61200
9827,60426,870,61984,832,59556,61152
9844,60415,857,62010,823,59558,61187
9861,60412,849,62012,806,59563,61206
9877,60412,839,62007,803,59573,61204
9894,60429,851,62034,804,59578,61230
9911,60450,861,62042,819,59589,61223
9927,60463,870,62065,829,59593,61236
9944,60448,864,62025,826,59584,61199
9961,60448,849,62028,808,59599,61220
9977,60448,839,62036,798,59609,61238
9994,60465,847,62051,805,59618,61246
10011,60484,859,62048,822,59625,61226
10027,60493,866,62048,822,59627,61226
10044,60483,861,62055,818,59622,61237
10061,60474,848,62044,804,59626,61240
10077,60477,837,62060,791,59640,61269
10094,60484,842,62068,804,59642,61264
10111,60504,857,62058,820,59647,61238
10128,60482,866,62021,826,59616,61195
10143,60432,860,61961,813,59572,61148
10160,60352,842,61851,802,59510,61049
10177,60239,841,61705,798,59398,60907
10193,60173,849,61595,812,59324,60783
10210,60135,863,61567,816,59272,60751
10227,60138,863,61553,821,59275,60732
10243,60139,855,61587,810,59284,60777
10260,60154,839,61594,799,59315,60795
10277,60191,837,61632,797,59354,60835
10293,60237,846,61666,813,59391,60853
10310,60264,866,61718,820,59398,60898
10327,60295,864,61742,824,59431,60918
10343,60302,857,61757,810,59445,60947
10360,60299,843,61748,807,59456,60941
10377,60306,838,61773,794,59468,60979
10393,60325,844,61780,808,59481,60972
10410,60343,862,61791,823,59481,60968
10427,60339,863,61793,823,59476,60970
10443,60322,850,61774,807,59472,60967
10460,60305,837,61750,800,59468,60950
10477,60305,832,61747,799,59473,60948
10493,60331,848,61766,808,59483,60958
10510,60356,864,61768,818,59492,60950
10527,60364,865,61781,819,59499,60962
10543,60362,852,61815,806,59510,61009
10560,60362,839,61811,798,59523,61013
10577,60374,836,61776,792,59538,60984
10593,60402,848,61830,810,59554,61020
10610,60422,855,61865,812,59567,61053
10627,60437,862,61874,819,59575,61055
10643,60433,855,61876,806,59578,61070
10660,60422,840,61879,799,59582,61080
10677,60434,839,61872,791,59595,61081
10693,60457,845,61896,807,59612,61089
10710,60473,860,61913,816,59613,61097
10727,60482,862,61921,821,59620,61100
10743,60484,856,61913,807,59628,61106
10760,60474,837,61908,798,59637,61110
10777,60478,834,61920,795,59644,61125
10793,60496,838,61925,806,59658,61119
10810,60521,862,61946,819,59659,61127
10827,60533,864,61970,814,59669,61156
10843,60526,850,61959,804,59676,61155
10860,60517,838,61927,802,59679,61125
10877,60519,836,61945,797,59683,61148
10893,60536,842,61942,800,59694,61142
10910,60541,860,61952,812,59681,61140
10927,60508,864,61884,818,59644,61066
10943,60431,850,61802,815,59581,60987
10960,60309,835,61634,800,59474,60834
10977,60204,835,61505,796,59369,60709
10993,60138,838,61408,797,59300,60611
11010,60129,860,61410,812,59269,60598
11027,60148,863,61425,818,59285,60607
11043,60161,845,61436,811,59316,60625
11060,60186,835,61468,793,59351,60675
11077,60209,834,61504,794,59375,60710
11093,60253,840,61560,801,59413,60759
11110,60284,858,61587,811,59426,60776
11127,60311,863,61614,815,59448,60799
11144,60324,849,61631,813,59475,60818
11159,60321,834,61644,794,59487,60850
11176,60334,834,61647,786,59500,60861
11193,60346,843,61663,802,59503,60861
11209,60364,857,61684,818,59507,60866
11226,60355,850,61671,812,59505,60859
11243,60351,853,61647,808,59498,60839
11259,60337,838,61645,794,59499,60851
11276,60342,837,61636,794,59505,60842
11293,60366,842,61665,812,59524,60853
11309,60388,857,61680,817,59531,60863
11326,60403,856,61713,821,59547,60892
11343,60410,849,61694,804,59561,60890
11359,60405,831,61707,787,59574,60920
11376,60425,833,61726,792,59592,60934
11393,60452,841,61749,807,59611,60942
11409,60475,858,61763,818,59617,60945
11426,60481,857,61798,817,59624,60981
11443,60488,851,61787,803,59637,60984
